#,Item,Poste,Tax year/D'année d'imposition, Grand total/Total global #,Grand total/Total global $ (000),4999 and under  / French #,4999 and under / French  $ (000),5000 - 9999 #,5000 - 9999 $ (000),10000 - 14999 #,10000 - 14999 $ (000),15000 - 19999 #,15000 - 19999 $ (000),20000 - 24999 #,20000 - 24999 $ (000),25000 - 29999 #,25000 - 29999 $ (000),30000 - 34999 #,30000 - 34999 $ (000),35000 - 39999 #,35000 - 39999 $ (000),40000 - 44999 #,40000 - 44999 $ (000),45000 - 49999 #,45000 - 49999 $ (000),50000 - 54999 #,50000 - 54999 $ (000),55000 - 59999 #,55000 - 59999 $ (000),60000 - 69999 #,60000 - 69999 $ (000),70000 - 79999 #,70000 - 79999 $ (000),80000 - 89999 #,80000 - 89999 $ (000),90000 - 99999 #,90000 - 99999 $ (000),100000 - 149999 #,100000 - 149999 $ (000),150000 - 249999 #,150000 - 249999 $ (000),250000 and over/et plus #,250000 and over/et plus $ (000)
20,Net business income,Revenus nets d'entreprise,2012, 1660,27915,90,-99,110,517,120,871,100,863,90,526,70,871,60,901,70,1120,70,1212,70,967,70,1256,60,1522,110,2224,100,1905,80,1677,90,1978,240,5204,50,2252,20,2149
21,Net professional income,Revenus nets de profession libérale,2012, 240,10149,10,-75,10,67,,,,,10,161,,,20,135,,,,,,,10,236,,,20,542,10,410,10,445,,,50,2435,20,2164,20,2728
22,Net commission income,Revenus nets de commissions,2012, 80,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,75,,,,
23,Net farming income,Revenus nets d'agriculture,2012, 40,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,,,,
24,Net fishing income,Revenus nets de pêche,2012, 20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Workers' compensation benefits,Indemnités pour accidents du travail,2012, 560,5155,,,30,82,40,166,30,181,30,135,30,259,30,250,30,187,30,288,30,205,20,134,30,327,40,328,20,195,30,300,40,274,80,1252,20,557,,
26,Social assistance payments,Prestations d'assistance sociale,2012, 3430,17957,500,1061,630,2960,600,4235,680,3858,470,2913,210,1598,120,668,70,313,40,108,40,102,20,35,10,17,10,27,10,15,,,,,,,,,,
27,Net federal supplements,Versement net des suppléments fédéraux,2012, 1210,6965,,,40,114,180,858,500,3522,310,1649,100,448,40,226,20,68,10,31,,,,,,,,,,,,,,,,,,,,
28,Total income assessed,Revenu total établi,2012, 31000,1750572,3640,6650,2220,16400,2140,26532,1940,34101,1610,35948,1240,33982,1170,37938,1100,41336,990,42035,930,44355,910,47414,910,52525,1770,115221,1610,120769,1640,139015,1470,139247,4410,522957,1060,192455,250,101691
29,Registered pension plan contributions (RPP),Cotisations à un régime de pension agréé (RPA),2012, 9080,43771,10,8,20,7,40,18,40,21,60,44,100,82,110,111,150,195,180,258,210,352,230,450,310,684,780,2364,880,3316,1070,4658,1030,5169,3150,20071,630,5219,70,743
30,RRSP deduction,Cotisations à un REER,2012, 7630,45977,30,34,30,26,40,65,70,127,90,152,120,182,140,314,170,405,180,415,230,624,260,740,280,934,630,2447,620,2753,720,3300,730,4052,2450,17626,660,8395,170,3387
31,Deduction for elected split-pension amount,Déduction pour le choix du montant de pension fractionné,2012, 490,5563,,,,,,,,,,,,,20,45,20,53,30,120,20,146,30,236,30,150,50,463,30,330,40,485,20,249,110,1571,70,1398,10,275
32,"Annual union, professional, or like dues","Cotisations annuelles syndicales, professionnelles et semblables",2012, 9390,8770,150,11,240,19,290,38,280,50,290,56,250,62,260,75,240,86,260,105,250,108,280,141,310,194,750,577,810,747,890,999,900,1129,2590,3832,340,501,40,43
33,Child care expenses,Frais de garde d'enfants,2012, 1380,7048,,,30,46,40,100,40,102,40,108,50,189,60,161,70,251,70,349,70,401,60,289,80,450,140,792,150,858,130,827,100,607,210,1276,30,191,,
34,Business investment loss,Perte au titre d'un placement d'entreprise,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Moving expenses,Frais de déménagement,2012, 380,1182,,,,,,,30,40,30,55,30,64,30,74,40,98,20,37,10,30,20,56,20,67,20,88,30,111,10,71,20,63,40,176,,,,
36,Support payments made,Pension alimentaire payée,2012, 60,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,232,10,161,,
37,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,2012, 950,3849,10,8,,,,,10,4,10,4,20,4,20,17,20,18,30,42,30,22,20,29,20,34,50,39,50,42,60,88,60,107,290,477,170,590,90,2308
38,Deductions for CPP/QPP contributions on self-employment and other earnings,Déductions pour cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 1010,944,20,1,90,15,100,32,80,37,70,29,60,41,60,45,60,57,60,59,60,44,60,65,40,60,60,93,40,63,30,49,30,47,70,126,20,48,20,33
39,Deductions for provincial parental insurance plan (PPIP) premiums on self-employment income,Déduction pour cotisations au Régime provincial d'assurance parentale (RPAP) pour le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Exploration and development expenses,Frais d'exploration et d'aménagement,2012, 30,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,91,,,,
41,Other employment expenses,Autres dépenses d'emploi,2012, 460,1843,,,,,,,,,,,10,22,,,20,47,10,18,20,58,20,39,20,45,30,82,30,61,40,173,50,127,140,643,40,284,10,167
42,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,2012, 40,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Other deductions,Autres déductions,2012, 870,906,30,32,30,15,40,30,60,54,70,69,60,38,70,86,70,67,50,44,50,37,40,33,30,21,50,57,50,45,40,43,30,69,70,114,30,37,10,14
44,Total deductions before adjustments,Total des déductions avant rajustements,2012, 17030,121477,280,180,420,162,490,331,500,461,510,549,500,708,540,978,560,1330,560,1473,570,1843,600,2102,640,2659,1350,7072,1350,8491,1460,10766,1340,11653,4160,46324,980,17058,220,7337
45,Social benefits repayment,Remboursement des prestations de programmes sociaux,2012, 630,1647,,,,,,,,,,,,,,,,,,,,,,,20,6,110,123,120,147,100,181,50,125,150,615,70,358,20,92
46,Net income after adjustments,Revenu net après rajustements,2012, 30930,1627793,3570,6814,2220,16238,2140,26201,1940,33641,1610,35399,1240,33274,1170,36960,1100,40007,990,40562,930,42512,910,45313,910,49860,1770,108025,1610,112132,1640,128068,1470,127469,4410,476019,1060,175038,250,94262
47,Canadian Forces personnel and police deduction,Déduction pour le personnel des Forces canadiennes et des forces policières,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Security options deductions,Déductions pour options d'achat de titres,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Other payments deductions,Déduction pour autres paiements,2012, 4320,30076,510,1091,680,3156,770,5259,860,7561,530,4697,240,2305,150,1144,100,568,70,427,60,317,,,40,348,60,361,40,214,30,313,40,276,90,1265,30,596,,
50,Non-capital losses of other years,Pertes autres que des pertes en capital d'autres années,2012, 20,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Net capital losses of other years,Pertes en capital nettes d'autres années,2012, 200,340,,,,,,,,,,,,,,,,,,,,,,,,,10,9,,,10,8,,,60,95,40,40,30,82
52,Capital gains deduction,Déduction pour gains en capital,2012, 20,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Northern residents deductions,Déductions pour les habitants de régions éloignées,2012, 18230,99751,240,132,300,436,450,1063,580,1708,690,2209,670,2359,690,2747,720,2966,690,2908,700,3169,690,3202,740,3611,1460,7633,1390,7605,1470,8880,1360,8754,4150,30538,1020,8235,230,1596
54,Additional deductions,Déductions supplémentaires,2012, 30,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Farming/fishing losses of prior years,Pertes provenant de la pêche et pertes agricoles d'autres années,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Total deductions from net income,Total des déductions du revenu net,2012, 21410,132206,720,1223,910,3610,1130,6334,1300,9309,1050,6951,800,4666,760,3947,750,3536,710,3347,720,3586,690,3380,740,3981,1470,8056,1400,7882,1470,9241,1370,9044,4160,32040,1020,9064,230,3009
57,Taxable income assessed,Revenu imposable établi,2012, 30200,1495797,3330,5620,2050,12659,1960,19923,1850,24378,1580,28471,1230,28625,1160,33012,1100,36473,990,37218,930,38928,910,41933,910,45879,1770,99969,1610,104250,1640,118827,1470,118426,4410,443979,1060,165974,250,91253
58,Basic personal amount,Montant personnel de base,2012, 31160,336170,3790,40719,2220,23848,2140,23005,1940,20959,1610,17360,1240,13405,1170,12617,1100,11890,990,10700,930,10094,910,9787,910,9884,1770,19123,1610,17419,1640,17703,1470,15865,4410,47665,1060,11470,250,2658
59,Age amount,Montant en raison de l'âge,2012, 2330,13762,30,181,80,544,260,1740,580,3884,380,2580,190,1290,150,979,110,681,80,459,80,384,70,322,50,188,130,355,90,123,40,39,,,,,,,,
60,Spouse or common-law partner amount,Montant pour époux ou conjoint de fait,2012, 1940,14708,80,694,90,732,140,1077,130,939,120,823,90,607,100,793,90,676,100,745,70,487,60,445,60,466,90,651,90,734,100,709,80,584,320,2448,120,872,30,225
61,Amount for eligible dependant,Montant pour personne à charge admissible,2012, 1800,19013,280,3047,210,2265,140,1527,110,1204,90,960,80,876,70,734,60,580,50,563,50,556,50,499,40,470,90,900,100,1004,100,1041,50,525,190,1924,,,,
62,Amount for children 17 and under,Montant pour enfants âgés de 17 ans ou moins,2012, 5580,22053,420,1649,300,1168,250,1005,210,832,190,716,190,715,170,663,170,681,160,634,170,707,150,582,160,656,350,1322,350,1396,390,1524,360,1438,1230,4916,300,1154,80,294
63,Amount for infirm dependants age 18 or older,Montant pour personnes à charge âgées de 18 ans ou plus et ayant une déficience,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,CPP or QPP contributions through employment,Cotisations d'employé au RPC ou au RRQ,2012, 22480,38018,420,138,1050,190,1170,421,1010,556,1030,751,960,869,970,1129,940,1338,870,1437,830,1552,800,1670,830,1796,1620,3566,1510,3386,1560,3529,1420,3227,4270,9721,1000,2264,210,479
65,CPP or QPP contributions on self-employment and other earnings,Cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 1010,944,20,1,90,15,100,32,80,37,70,29,60,41,60,45,60,57,60,59,60,44,60,65,40,60,60,93,40,63,30,49,30,47,70,126,20,48,20,33
66,Employment Insurance premiums,Cotisations d'employé à l'assurance-emploi,2012, 23240,14237,990,107,1430,178,1280,251,1070,280,1080,352,970,382,970,470,950,550,860,580,820,600,800,615,830,652,1590,1283,1480,1205,1530,1259,1380,1142,4150,3440,920,763,160,130
67,PPIP premiums paid,Cotisations au RPAP,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PPIP premiums payable on employment income,Cotisations au RPAP à payer sur le revenu d'emploi,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PPIP premiums payable on self-employment income,Cotisations au RPAP à payer sur le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Volunteer firefighters' amount,Montant pour les pompiers volontaires,2012, 140,423,,,,,,,,,,,,,,,,,,,,,,,,,10,36,,,,,20,48,40,114,,,,
71,Canada employment amount,Montant canadien pour emploi,2012, 25700,27529,1830,1678,1630,1722,1450,1541,1210,1280,1210,1291,1050,1131,1030,1111,1000,1085,900,983,870,949,830,909,870,941,1670,1821,1540,1679,1590,1736,1440,1573,4330,4735,1030,1122,220,242
72,Public transit amount,Montant pour le transport en commun,2012, 410,117,20,7,30,6,40,9,30,6,30,8,30,6,20,4,20,8,10,4,,,10,3,,,20,4,20,5,20,9,20,8,50,19,10,4,,
73,Children's fitness amount,Montant pour la condition physique des enfants,2012, 1620,848,,,,,,,20,7,10,6,20,9,20,6,30,10,20,10,40,17,40,17,40,16,80,39,130,60,170,82,170,86,610,353,140,90,50,32
74,Children's arts amount,Montant pour les activités artistiques des enfants,2012, 450,216,,,,,,,,,,,,,,,,,,,10,6,10,5,,,10,7,30,10,40,15,40,20,200,96,60,32,20,11
75,Home buyers' amount,Montant pour l'achat d'une habitation,2012, 210,928,,,,,,,,,,,,,,,,,,,,,,,,,20,103,30,117,30,99,40,156,60,268,10,55,,
76,Pension income amount,Montant pour revenu de pension,2012, 2040,3890,20,20,20,34,80,131,90,164,150,267,130,244,130,250,120,230,110,198,90,180,100,188,80,163,170,326,120,242,120,231,80,157,280,536,140,274,30,53
77,Caregiver amount,Montant pour aidants naturels,2012, 70,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,119,,,,
78,Disability amount ,Montant pour personnes handicapées,2012, 330,2493,20,125,20,113,50,362,40,289,30,253,20,121,20,143,20,113,10,106,10,91,20,136,20,113,10,98,20,113,10,98,,,20,151,,,,
79,Disability amount transferred from a dependant,Montant pour personnes handicapées transféré d'une personne à charge,2012, 180,1748,,,,,,,,,,,,,,,,,,,,,,,,,10,113,20,192,10,107,20,202,50,486,20,127,,
80,Interest paid on student loans,Intérêts payés sur des prêts étudiants,2012, 1040,636,,,,,,,10,4,20,9,50,20,40,18,50,21,60,30,40,22,60,34,60,37,120,67,90,62,110,78,110,81,200,138,20,11,,
81,"Tuition, education, and textbook amounts ","Frais de scolarité, montant relatif aux études et montant pour manuels",2012, 2520,14661,,,,,,,270,827,270,1528,220,1475,210,1549,160,1144,150,1197,110,743,100,845,110,781,150,896,130,703,130,843,120,571,270,1127,30,334,,
82,"Tuition, education, and textbook amounts transferred from a child","Frais de scolarité, montant relatif aux études et montant pour manuels transférés d'un enfant",2012, 350,1714,,,,,,,,,,,,,,,,,,,,,,,,,10,65,20,83,30,128,20,137,170,805,60,279,20,109
83,Amounts transferred from spouse or common-law partner,Montants transférés d'un époux ou conjoint de fait,2012, 810,3776,170,823,70,300,70,375,50,245,60,272,40,213,30,182,30,164,,,20,109,30,122,20,92,30,128,30,106,30,141,30,110,70,225,30,99,,
84,Medical expenses,Montant admissible des frais médicaux,2012, 860,2117,20,10,10,17,30,32,40,64,50,62,50,65,60,93,50,62,40,108,40,93,30,66,40,113,70,142,50,125,50,131,40,159,140,493,50,176,20,106
85,Total tax credits on personal amounts,Crédits d'impôt nets alloués,2012, 31160,78068,3790,7394,2220,4674,2140,4747,1940,4741,1610,4098,1240,3230,1170,3131,1100,2911,990,2697,930,2517,910,2471,910,2477,1770,4678,1610,4330,1640,4441,1470,3934,4410,11989,1060,2935,250,672
86,Allowable charitable donations and government gifts,Dons de bienfaisance et dons aux gouvernements admissibles,2012, 4770,6531,,,,,20,6,50,19,80,46,100,58,80,56,120,117,140,158,120,147,150,165,170,180,360,445,360,479,420,399,410,415,1540,2271,490,855,160,710
87,Eligible cultural and ecological gifts,Montants admissibles des dons de biens culturels ou écosensibles,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Total tax credit on donations and gifts,Total des crédits d'impôt pour les dons,2012, 4720,1795,,,,,20,2,50,5,80,12,90,15,80,15,120,31,130,43,120,40,140,45,160,49,360,122,360,132,420,107,410,112,1540,626,500,237,160,202
89,Total federal non-refundable tax credits,Total des crédits d'impôt non remboursables fédéraux,2012, 31160,79863,3790,7394,2220,4675,2140,4749,1940,4746,1610,4111,1240,3245,1170,3145,1100,2943,990,2741,930,2558,910,2516,910,2526,1770,4799,1610,4462,1640,4548,1470,4046,4410,12614,1060,3172,250,874
90,Federal dividend tax credit,Crédit d'impôt fédéral pour dividendes,2012, 2250,5010,,,,,10,2,30,3,30,5,40,12,40,22,50,31,50,28,60,53,70,52,80,48,150,128,160,177,170,169,160,204,640,880,350,1059,150,2135
91,Overseas employment tax credit,Crédit d'impôt pour emploi à l'étranger,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Minimum tax carryover,Report d'impôt minimum,2012, 20,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Basic federal tax ,Impôt fédéral de base,2012, 20540,208738,,,,,280,53,670,343,840,817,900,1277,990,1877,1020,2525,940,2832,910,3317,890,3999,900,4824,1760,11799,1600,13501,1640,16536,1470,17475,4400,73847,1060,32911,250,20795
94,Federal Foreign Tax Credit,Crédit fédéral pour impôt étranger,2012, 640,239,,,,,,,,,,,,,,,,,20,,10,,10,,30,2,40,2,40,5,50,3,30,7,200,32,130,47,60,139
95,Federal Political contribution tax credit,Crédit d'impôt pour contributions politiques fédérales,2012, 230,51,,,,,,,,,,,,,,,,,,,,,10,2,,,10,3,10,1,10,3,10,3,90,20,40,9,20,6
96,Investment Tax Credit,Crédit d'impôt à l'investissement,2012, 20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Labour-sponsored funds tax credit,Crédit d'impôt relatif à un fonds de travailleurs,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Alternative minimum tax payable,Impôt minimum de remplacement à payer,2012, 20,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Net federal tax,Impôt fédéral net,2012, 20510,208421,,,,,270,53,670,342,830,817,900,1277,990,1876,1020,2525,940,2832,910,3316,890,3996,900,4821,1760,11794,1600,13493,1640,16531,1470,17465,4400,73784,1060,32843,250,20649
100,CPP contributions on self-employment,Cotisations au RPC à payer pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 1010,1887,20,1,90,30,100,64,80,74,70,58,60,82,60,91,60,113,60,117,60,88,60,130,40,120,60,186,40,127,30,97,30,95,70,253,20,97,20,65
101,Social Benefits repayment,Remboursement des prestation de programmes sociaux,2012, 630,1647,,,,,,,,,,,,,,,,,,,,,,,20,6,110,123,120,147,100,181,50,125,150,615,70,358,20,92
102,Net Provincial Tax,Impôt provincial ou territorial net,2012, 20050,88527,,,,,110,7,560,87,800,261,860,444,940,670,1000,927,930,1074,900,1316,890,1600,900,1930,1750,4710,1590,5377,1630,6615,1460,7160,4390,31767,1060,14915,250,9663
103,Total tax payable,Total à payer,2012, 20850,300484,30,3,120,40,360,124,710,504,870,1136,920,1802,1000,2637,1030,3565,950,4023,910,4722,890,5725,900,6878,1760,16813,1600,19143,1640,23424,1470,24844,4400,106418,1060,48212,250,30469
