#,Item,Poste,Tax year/D'année d'imposition, Grand total/Total global #,Grand total/Total global $ (000),4999 and under  / French #,4999 and under / French  $ (000),5000 - 9999 #,5000 - 9999 $ (000),10000 - 14999 #,10000 - 14999 $ (000),15000 - 19999 #,15000 - 19999 $ (000),20000 - 24999 #,20000 - 24999 $ (000),25000 - 29999 #,25000 - 29999 $ (000),30000 - 34999 #,30000 - 34999 $ (000),35000 - 39999 #,35000 - 39999 $ (000),40000 - 44999 #,40000 - 44999 $ (000),45000 - 49999 #,45000 - 49999 $ (000),50000 - 54999 #,50000 - 54999 $ (000),55000 - 59999 #,55000 - 59999 $ (000),60000 - 69999 #,60000 - 69999 $ (000),70000 - 79999 #,70000 - 79999 $ (000),80000 - 89999 #,80000 - 89999 $ (000),90000 - 99999 #,90000 - 99999 $ (000),100000 - 149999 #,100000 - 149999 $ (000),150000 - 249999 #,150000 - 249999 $ (000),250000 and over/et plus #,250000 and over/et plus $ (000)
11,Universal Child Care Benefit (UCCB),Prestation universelle pour la garde d'enfants (PUGE),2012, 61390,95903,16950,27522,5730,9482,5730,8897,5370,8514,4350,6858,3720,5539,3200,4639,2860,4155,2540,3790,2020,3045,1630,2438,1350,1986,2140,3246,1430,2099,940,1410,490,734,710,1179,190,299,50,72
12,Employment Insurance and other benefits,Prestations d'assurance-emploi et autres prestations,2012, 56970,378192,1060,2187,2030,8504,3560,20412,4770,31495,5590,40647,6170,45648,5730,41890,5190,37941,4600,33314,3620,26044,2900,20660,2370,15932,3330,21132,2180,12536,1410,7905,880,4664,1410,6447,150,663,20,170
13,Taxable amount of dividends from taxable Canadian corporations,Montant imposable des dividendes,2012, 143900,2365627,2390,1595,2240,2017,5210,4343,7370,8487,7430,13025,7560,20529,7910,27595,8010,44951,9870,63207,8000,67201,7390,75314,6560,69431,11710,149443,9180,139655,7940,138821,6050,108957,17030,442909,7950,373514,4090,614631
14,Interest and other investment income,Intérêts et autres revenus de placements,2012, 217730,429309,6740,3746,6020,4540,11290,9828,20490,21528,17720,26345,14510,23263,14030,23696,13020,22026,14220,26236,11240,19975,9680,17156,8550,16381,14540,30192,11130,22698,8990,18484,6730,14094,17420,41848,7470,33726,3950,53547
15,Net partnership income (Limited or non-active partners only),Revenus nets de société de personnes,2012, 5410,15538,50,-570,40,-25,70,-55,90,-35,90,-21,120,-75,150,31,170,-95,240,-60,210,-10,190,-107,200,108,380,203,340,292,320,151,300,33,990,342,720,400,730,15031
16,Net rental income,Revenus nets de location,2012, 41330,226117,960,-814,900,2620,1390,3755,2110,6648,2440,10245,2260,10840,2240,11565,2270,12020,2630,15304,2240,11819,2100,11416,1930,10219,3420,18752,2820,15356,2370,13185,1770,10166,4570,29469,1950,16584,990,16969
17,Taxable capital gains,Gains en capital imposables,2012, 72860,821761,1600,3803,1510,1295,2860,2753,4010,4272,4100,5292,4030,6393,4130,7944,3930,8762,4830,10909,3840,11782,3510,12821,3070,12592,5580,32859,4440,29514,3790,31550,2920,29102,7900,108981,4120,139589,2700,361549
18,Registered retirement savings plan income (RRSP),Revenu d'un régime enregistré d'épargne-retraite (REER),2012, 54110,315546,1280,2048,1160,3126,1910,6909,2890,9594,3530,14512,3360,15154,3550,16787,3530,16777,3920,19933,3370,17074,2960,15226,2680,14332,4520,25957,3580,20528,2880,16432,2110,13461,5050,42924,1480,25659,380,19112
19,Other income,Autres revenus,2012, 156260,633493,5920,7098,6370,12740,9250,21534,11200,23987,10260,23764,9360,25611,9320,26847,9190,26604,10110,31680,8320,25986,7260,23527,6470,21828,10960,40322,8650,31932,6980,26721,5210,21656,13090,73165,5510,63577,2820,104916
20,Net business income,Revenus nets d'entreprise,2012, 63690,940712,3890,-7949,4260,18999,5700,40437,5470,49441,4790,51320,4550,55715,4080,55279,3710,51990,3780,53286,3090,48279,2670,46083,2370,41468,3640,73110,2740,57808,2190,47666,1510,35920,3610,110860,1170,62831,470,48167
21,Net professional income,Revenus nets de profession libérale,2012, 6070,284661,200,-138,240,1182,300,2002,300,2461,270,2724,260,2967,250,3057,260,3602,240,3308,230,3791,190,3668,220,3871,350,7136,290,7559,290,7367,220,5885,810,39611,630,63395,530,121213
22,Net commission income,Revenus nets de commissions,2012, 6830,126472,320,-26,310,828,390,1548,410,2143,420,2533,430,2830,420,3118,380,3667,430,3633,340,3898,310,4461,300,4202,500,7447,360,7774,300,7181,240,7524,630,29093,250,21564,80,13057
23,Net farming income,Revenus nets d'agriculture,2012, 62740,660282,3130,-51534,2430,-1280,5330,20840,5170,19144,4250,20837,3890,27288,3880,35789,3380,30273,4460,69482,3250,38366,2620,32732,2280,27206,4020,54590,2990,43455,2380,39648,1850,32591,4510,103546,1930,65095,990,52212
24,Net fishing income,Revenus nets de pêche,2012, 290,933,40,-79,40,132,40,131,40,197,30,121,20,103,10,58,10,80,10,66,,,,,,,,,,,,,,,20,-1,,,,
25,Workers' compensation benefits,Indemnités pour accidents du travail,2012, 13990,103230,180,421,330,852,510,1897,780,3779,1100,8675,1300,10569,1360,11357,1450,14554,1320,11485,1040,8726,810,5586,730,4255,960,6332,690,4543,450,3113,360,2433,510,3753,80,823,10,78
26,Social assistance payments,Prestations d'assistance sociale,2012, 53080,330101,5780,14446,8560,51964,11370,100022,15800,89397,4870,37710,2740,20554,1650,7325,980,3833,420,1502,250,1050,150,526,110,406,150,591,90,270,60,170,30,84,60,201,,,,
27,Net federal supplements,Versement net des suppléments fédéraux,2012, 58210,253687,1050,2270,2570,6871,8730,33350,28960,157394,11170,35036,2410,8373,1120,3856,650,1925,420,1182,250,721,160,500,120,372,220,645,90,298,60,209,50,189,90,245,60,161,40,91
28,Total income assessed,Revenu total établi,2012, 806570,37012519,76750,84005,47140,358416,60610,758997,74790,1312867,57120,1278843,49690,1364022,47610,1546975,45380,1700313,46150,1960776,37590,1782489,32290,1692896,28640,1645433,47370,3071465,37050,2773998,28990,2454959,20860,1976347,47530,5653545,15240,2790931,5770,2805240
29,Registered pension plan contributions (RPP),Cotisations à un régime de pension agréé (RPA),2012, 182680,654501,990,651,1620,718,2770,1844,3900,3028,5430,5377,7720,9594,10240,16237,12620,24206,13690,30561,12900,32693,11790,33976,11330,36470,19550,73183,17470,78742,14200,73988,10280,57902,20560,132111,4550,33945,1060,9276
30,RRSP deduction,Cotisations à un REER,2012, 194540,1012653,800,959,840,1190,1900,2372,3370,5146,5040,8508,7000,13329,8810,18389,10720,24776,12070,30973,12210,34853,11820,39347,11150,40702,19950,81922,17890,82315,15240,80662,12160,74765,30200,259240,10060,140483,3330,72721
31,Deduction for elected split-pension amount,Déduction pour le choix du montant de pension fractionné,2012, 29770,280583,20,29,60,69,160,263,430,834,880,2061,1540,4859,2180,8883,2850,14830,3030,20002,2940,23516,2490,24819,2110,24220,3180,40844,2230,27703,1550,21625,970,13719,2120,35078,750,12998,280,4232
32,"Annual union, professional, or like dues","Cotisations annuelles syndicales, professionnelles et semblables",2012, 182470,133923,3560,289,5610,712,6840,1195,7260,1592,7750,2084,9090,3093,10620,4527,12020,6161,12690,7434,11610,7509,10470,7519,9860,7801,17360,15399,15460,15404,12610,13682,8790,10891,17250,23842,3040,4167,590,622
33,Child care expenses,Frais de garde d'enfants,2012, 32110,114501,830,893,1080,1519,1390,2460,1780,3813,2150,5401,2480,7176,2640,8704,2770,10047,2580,10157,2250,9262,1940,8161,1670,7239,2810,12723,2000,9157,1390,6427,800,3771,1200,5667,280,1511,80,412
34,Business investment loss,Perte au titre d'un placement d'entreprise,2012, 330,6160,10,44,,,,,,,10,134,10,147,10,72,20,407,20,609,20,233,20,347,20,185,20,680,30,648,20,528,20,206,60,797,20,406,20,678
35,Moving expenses,Frais de déménagement,2012, 7300,23086,110,102,280,319,500,466,610,602,630,746,670,1126,560,882,490,1110,470,1191,360,1095,340,995,280,1072,480,2327,380,1907,270,1770,230,1800,450,3398,150,1607,30,572
36,Support payments made,Pension alimentaire payée,2012, 1630,18307,20,46,20,35,30,48,20,55,50,164,40,138,50,187,50,161,70,286,60,380,70,512,80,351,120,811,120,897,110,789,100,825,360,4069,180,3715,110,4840
37,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,2012, 93520,99637,750,341,860,487,1950,761,5590,1571,5980,2065,5490,2404,5700,2693,5680,3012,6210,3562,5320,3440,4840,3630,4330,3389,7600,6839,6060,6187,5090,5792,3870,4701,10540,15990,4970,12427,2700,20346
38,Deductions for CPP/QPP contributions on self-employment and other earnings,Déductions pour cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 62850,55051,650,37,4090,636,6470,2070,5970,2802,5310,3126,5080,3609,4540,3708,4200,3739,4580,4463,3740,3933,2990,3522,2200,2792,3160,4399,2190,3184,1590,2418,1130,1827,2880,4966,1360,2477,720,1345
39,Deductions for provincial parental insurance plan (PPIP) premiums on self-employment income,Déduction pour cotisations au Régime provincial d'assurance parentale (RPAP) pour le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Exploration and development expenses,Frais d'exploration et d'aménagement,2012, 3860,31769,,,,,30,34,30,45,60,61,70,163,100,382,120,263,130,271,140,301,150,405,120,425,280,1032,250,985,240,1103,230,1250,740,4821,550,5455,620,14752
41,Other employment expenses,Autres dépenses d'emploi,2012, 24910,116938,90,214,130,249,210,422,360,637,480,815,660,1330,910,2049,1120,2907,1240,3458,1360,4250,1330,4636,1450,5239,2910,11814,2520,10918,2120,10301,1720,8132,4220,23928,1550,15108,560,10531
42,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,2012, 1420,16661,,,,,10,66,20,95,40,265,60,397,120,831,140,1259,150,1455,150,1631,150,1755,160,2130,210,3104,120,1902,50,804,20,398,30,455,,,,
43,Other deductions,Autres déductions,2012, 20350,49231,700,658,680,364,1100,553,1780,1079,1770,1049,1840,1059,1710,1153,1610,1156,1490,1101,1080,1120,900,814,710,904,1100,1839,820,1617,660,1756,480,1521,1150,6998,480,7987,290,16502
44,Total deductions before adjustments,Total des déductions avant rajustements,2012, 465440,2613599,7600,4426,12550,6391,18190,12635,23220,21388,25040,31893,27190,48458,29500,68725,31350,94052,32930,115531,29230,124236,25870,130448,23550,132947,39730,256949,32510,241571,25870,221657,18920,181709,43390,521366,13770,242341,5030,156875
45,Social benefits repayment,Remboursement des prestations de programmes sociaux,2012, 14940,41478,,,,,,,,,,,,,,,,,,,,,,,,,1480,1418,2930,2581,2280,3768,1730,4069,3740,15063,1560,9018,970,5479
46,Net income after adjustments,Revenu net après rajustements,2012, 803350,34401136,73660,120743,47090,352276,60580,746434,74780,1291564,57120,1246981,49680,1315745,47600,1478415,45370,1606453,46150,1845635,37590,1658284,32290,1562486,28640,1512444,47370,2813525,37050,2530229,28990,2229781,20860,1790569,47530,5117116,15240,2539572,5770,2642885
47,Canadian Forces personnel and police deduction,Déduction pour le personnel des Forces canadiennes et des forces policières,2012, 30,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Security options deductions,Déductions pour options d'achat de titres,2012, 610,25933,,,,,,,,,,,,,10,18,,,10,13,,,10,25,10,18,30,62,20,66,20,46,20,111,150,714,170,1785,110,23059
49,Other payments deductions,Déduction pour autres paiements,2012, 111260,686740,6890,17197,11250,59687,19260,135269,35980,250575,15560,81421,5990,39496,3910,22545,2960,20312,2090,14169,1510,10497,1090,6613,940,5033,1290,7568,840,5109,560,3482,420,2701,610,4109,90,864,20,92
50,Non-capital losses of other years,Pertes autres que des pertes en capital d'autres années,2012, 750,5728,10,10,,,60,219,110,337,70,214,80,438,50,284,70,440,50,361,40,338,30,282,30,290,40,567,30,453,20,281,20,211,30,424,10,318,,
51,Net capital losses of other years,Pertes en capital nettes d'autres années,2012, 13980,25264,50,43,80,110,160,161,310,199,580,493,730,486,830,716,830,638,990,823,800,807,790,982,700,1085,1290,2031,990,1452,810,1188,630,1065,1760,3971,1000,3359,650,5654
52,Capital gains deduction,Déduction pour gains en capital,2012, 8060,518196,30,764,10,65,50,182,160,411,160,916,220,1417,260,2295,280,3067,290,3422,320,4848,330,5557,310,6171,730,19597,590,17543,550,19867,430,18834,1320,73051,1020,106665,990,233524
53,Northern residents deductions,Déductions pour les habitants de régions éloignées,2012, 7280,18818,160,76,160,232,250,522,430,997,460,1091,470,1159,480,1192,440,1124,430,1095,340,870,320,873,260,669,530,1445,490,1385,480,1395,360,1047,1010,3035,170,536,30,75
54,Additional deductions,Déductions supplémentaires,2012, 2120,10466,40,103,40,92,110,279,310,1779,310,1013,230,1057,170,904,150,891,150,917,130,832,60,318,80,399,100,409,70,375,30,80,30,197,70,293,30,375,20,154
55,Farming/fishing losses of prior years,Pertes provenant de la pêche et pertes agricoles d'autres années,2012, 1710,16931,20,175,20,127,90,165,120,427,140,503,140,852,110,854,110,937,100,795,80,829,80,810,70,732,110,1411,100,1380,60,566,50,493,170,2923,80,1629,40,1323
56,Total deductions from net income,Total des déductions du revenu net,2012, 142130,1309002,7150,18367,11500,60351,19830,136802,36940,254724,16870,85663,7610,44919,5610,28809,4660,27437,3960,21595,3090,19037,2590,15460,2290,14468,3860,33126,2970,27768,2430,27016,1870,24759,4880,88745,2370,115679,1650,264276
57,Taxable income assessed,Revenu imposable établi,2012, 788190,33097608,70180,104904,43170,292256,55940,609999,72940,1037275,56530,1161368,49370,1270864,47500,1449668,45250,1579066,46110,1824062,37570,1639303,32280,1547085,28630,1498005,47360,2780463,37040,2502649,28980,2202915,20860,1765849,47510,5028837,15220,2424238,5760,2378801
58,Basic personal amount,Montant personnel de base,2012, 813850,8764819,84030,886579,47140,503316,60610,651467,74790,806728,57120,616413,49690,536737,47610,514548,45380,490491,46150,499106,37590,406471,32290,349275,28640,309825,47370,512408,37050,400820,28990,313626,20860,225710,47530,514223,15230,164741,5770,62333
59,Age amount,Montant en raison de l'âge,2012, 152870,920665,2010,13192,4470,29800,12930,86792,35160,236223,21410,143841,14140,94992,12550,84186,10070,63844,10180,58139,6870,35826,5310,24633,4340,17242,7160,20791,3980,7127,1340,2317,510,777,380,669,40,158,30,118
60,Spouse or common-law partner amount,Montant pour époux ou conjoint de fait,2012, 57220,408520,3860,34707,1930,13938,3100,19851,4400,25081,4230,26801,3790,25461,3410,23672,3180,22774,3020,21522,2480,18020,2210,16134,2040,14925,3510,25407,3020,21978,2530,18134,2080,15460,5630,42687,2120,16442,670,5525
61,Amount for eligible dependant,Montant pour personne à charge admissible,2012, 30650,317073,4000,42405,2110,22208,2770,29353,3040,31937,2460,25764,2250,23296,2190,22559,1810,18657,1660,16938,1370,13756,1010,10149,910,9223,1350,13389,1090,11063,840,8429,560,5633,960,9508,220,2194,60,611
62,Amount for children 17 and under,Montant pour enfants âgés de 17 ans ou moins,2012, 117630,487342,8290,37812,3990,16653,5380,22331,6130,26809,5550,23892,5770,23826,5980,23596,5970,23729,6200,24872,5650,22357,5170,20454,4920,19570,8710,35134,8090,33030,7110,29156,5460,22740,13430,56542,4350,18510,1470,6329
63,Amount for infirm dependants age 18 or older,Montant pour personnes à charge âgées de 18 ans ou plus et ayant une déficience,2012, 460,2196,,,,,10,67,20,113,30,128,30,133,30,131,30,144,40,204,40,168,30,133,20,97,40,139,30,142,20,116,10,56,50,222,20,96,10,50
64,CPP or QPP contributions through employment,Cotisations d'employé au RPC ou au RRQ,2012, 469200,734342,6780,3084,19430,3570,25100,9121,26450,14797,27950,21609,29540,29219,30240,37123,31130,45508,31130,52110,27520,52236,24290,50095,22240,47190,37210,80287,30870,67802,24760,54762,18130,40403,40890,91209,11830,26104,3720,8114
65,CPP or QPP contributions on self-employment and other earnings,Cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 62850,55051,650,37,4090,636,6470,2070,5970,2802,5310,3126,5080,3609,4540,3708,4200,3739,4580,4463,3740,3933,2990,3522,2200,2792,3160,4399,2190,3184,1590,2418,1130,1827,2880,4966,1360,2477,720,1345
66,Employment Insurance premiums,Cotisations d'employé à l'assurance-emploi,2012, 476390,279000,21530,5460,24600,3287,26750,5336,26710,7210,27870,9656,29390,12509,29880,15319,30670,18341,30390,20475,26880,19922,23540,17996,21620,16897,36100,28518,29750,23957,23600,19157,17240,14099,37670,30952,9880,8067,2310,1842
67,PPIP premiums paid,Cotisations au RPAP,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PPIP premiums payable on employment income,Cotisations au RPAP à payer sur le revenu d'emploi,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PPIP premiums payable on self-employment income,Cotisations au RPAP à payer sur le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Volunteer firefighters' amount,Montant pour les pompiers volontaires,2012, 1750,5235,40,117,,,40,120,40,129,60,174,50,150,80,243,100,285,130,390,100,285,110,330,120,354,190,561,160,480,130,387,90,258,240,723,50,159,,
71,Canada employment amount,Montant canadien pour emploi,2012, 534710,572884,24120,22769,28380,30179,30830,32771,30660,32710,31440,33624,32690,35076,33010,35399,33870,36371,34080,36609,29730,32126,26110,28188,23760,25664,39670,42945,32460,35282,25810,28077,18810,20486,42490,46302,12630,13759,4190,4547
72,Public transit amount,Montant pour le transport en commun,2012, 19790,6490,1190,259,1640,345,2070,486,2130,610,2120,764,1750,679,1390,540,1220,480,1040,416,860,344,670,245,570,217,830,310,660,247,490,174,310,105,670,214,150,44,40,11
73,Children's fitness amount,Montant pour la condition physique des enfants,2012, 52830,28885,730,331,550,221,850,361,1210,535,1520,655,1850,797,2140,961,2390,1085,2640,1244,2730,1321,2620,1298,2630,1343,4940,2579,5080,2881,4540,2670,3510,2146,8890,5653,2980,2051,1030,752
74,Children's arts amount,Montant pour les activités artistiques des enfants,2012, 18140,9034,200,93,170,69,250,105,330,151,430,185,540,225,680,303,710,320,840,383,860,373,810,359,890,409,1600,764,1780,887,1730,885,1270,670,3430,1883,1180,677,440,292
75,Home buyers' amount,Montant pour l'achat d'une habitation,2012, 7680,35083,80,317,40,197,70,276,130,540,230,960,350,1540,450,1952,610,2679,690,3095,570,2584,620,2847,600,2747,970,4554,730,3435,470,2247,340,1641,620,2923,90,459,20,90
76,Pension income amount,Montant pour revenu de pension,2012, 138180,257955,860,1068,1700,2378,5820,8917,13770,21107,17850,33147,13830,26790,13090,25550,10950,21363,11880,23318,8310,16296,6510,12766,5530,10813,8790,17135,5360,10422,3600,6995,2390,4653,4990,9688,1940,3695,990,1852
77,Caregiver amount,Montant pour aidants naturels,2012, 3340,16835,60,371,50,227,80,335,140,652,150,679,200,948,250,1207,250,1230,290,1431,260,1301,170,817,180,907,280,1419,220,1154,170,907,120,656,330,1771,100,600,40,221
78,Disability amount ,Montant pour personnes handicapées,2012, 18810,141873,830,6405,1210,9137,2310,17345,2440,18402,2300,17313,1850,13960,1570,11824,1250,9430,1120,8421,790,5967,600,4512,490,3705,650,4897,420,3146,250,1902,150,1162,350,2663,150,1102,80,581
79,Disability amount transferred from a dependant,Montant pour personnes handicapées transféré d'une personne à charge,2012, 5430,52850,140,1523,100,1079,120,1123,200,2046,220,1854,270,2398,310,2805,350,3227,380,3419,360,3448,290,2808,260,2493,480,4775,450,4471,330,3351,280,2967,610,6150,210,2185,70,728
80,Interest paid on student loans,Intérêts payés sur des prêts étudiants,2012, 20150,11718,130,49,90,32,330,105,850,360,1110,507,1390,629,1630,779,1850,936,1760,939,1490,863,1360,912,1350,941,2290,1635,1590,1072,1090,762,700,473,950,598,160,102,30,23
81,"Tuition, education, and textbook amounts ","Frais de scolarité, montant relatif aux études et montant pour manuels",2012, 55360,291862,,,,,4500,4812,7980,29460,6570,40292,5560,39513,4720,33410,4200,27930,3630,23007,3030,18891,2470,13992,2150,11480,3250,18853,2190,10790,1560,5600,1040,4256,1910,7157,490,2044,100,349
82,"Tuition, education, and textbook amounts transferred from a child","Frais de scolarité, montant relatif aux études et montant pour manuels transférés d'un enfant",2012, 14620,72623,10,38,,,,,90,278,160,690,300,1346,380,1726,540,2490,660,3100,650,3040,700,3341,700,3310,1320,6358,1410,6973,1430,7028,1110,5558,3260,16907,1360,7342,520,3056
83,Amounts transferred from spouse or common-law partner,Montants transférés d'un époux ou conjoint de fait,2012, 34250,174174,3810,18069,1610,7399,3770,18618,5290,29689,3920,21243,2810,15057,2240,12034,1870,9572,1480,7515,1080,5614,840,4124,710,3453,1140,5281,860,4002,700,3230,510,2275,1150,5060,350,1434,120,506
84,Medical expenses,Montant admissible des frais médicaux,2012, 113780,310321,1920,2328,2380,3330,5170,7937,10720,21749,14530,33106,13700,35002,12450,33756,10230,28455,9950,29464,6720,20476,4950,15323,3790,12315,5360,18853,3160,10656,2080,7129,1420,5149,3190,12540,1320,6888,750,5864
85,Total tax credits on personal amounts,Crédits d'impôt nets alloués,2012, 813860,2093584,84030,161559,47140,97218,60610,137959,74790,196519,57120,158466,49690,138586,47610,133102,45380,124969,46150,126100,37590,102847,32290,87639,28640,77692,47370,127711,37050,99755,28990,77922,20860,56876,47530,130688,15240,42202,5770,15774
86,Allowable charitable donations and government gifts,Dons de bienfaisance et dons aux gouvernements admissibles,2012, 192420,314477,250,74,410,204,1910,1604,4930,3100,9230,6331,10830,9887,12460,13207,12750,14022,14400,18766,12400,15209,11060,14772,10480,13810,18060,25543,14940,21091,12660,18871,9510,14453,23870,40774,8660,24717,3600,58041
87,Eligible cultural and ecological gifts,Montants admissibles des dons de biens culturels ou écosensibles,2012, 170,454,,,,,,,10,3,20,13,10,15,10,19,10,11,10,16,10,33,10,14,10,1,10,4,10,39,,,,,,,,,,
88,Total tax credit on donations and gifts,Total des crédits d'impôt pour les dons,2012, 191300,86707,220,15,400,40,1880,200,4870,800,9120,1644,10710,2562,12360,3542,12660,3802,14320,5140,12330,4162,11010,4056,10410,3787,17990,7030,14890,5815,12610,5127,9490,3990,23820,11213,8640,6985,3600,16797
89,Total federal non-refundable tax credits,Total des crédits d'impôt non remboursables fédéraux,2012, 813860,2180291,84030,161574,47140,97258,60610,138159,74790,197319,57120,160110,49690,141147,47610,136644,45380,128772,46150,131240,37590,107009,32290,91695,28640,81479,47370,134741,37050,105570,28990,83048,20860,60866,47530,141902,15240,49187,5770,32572
90,Federal dividend tax credit,Crédit d'impôt fédéral pour dividendes,2012, 134640,315149,720,,590,1,2660,104,4100,422,5850,1043,7140,2040,7960,3116,8170,5180,10130,7817,8280,8595,7620,9845,6750,9246,12050,20047,9460,18865,8120,18673,6160,14673,17210,59437,7830,50535,3850,85509
91,Overseas employment tax credit,Crédit d'impôt pour emploi à l'étranger,2012, 160,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,419,60,795,30,602
92,Minimum tax carryover,Report d'impôt minimum,2012, 3320,9131,,,,,30,7,50,25,110,70,160,169,150,206,180,302,240,597,190,557,180,567,160,532,320,1078,250,767,220,659,160,455,480,1162,300,1033,140,945
93,Basic federal tax ,Impôt fédéral de base,2012, 529150,3805905,200,32,530,167,10190,2106,21990,12347,33280,29777,38770,53507,42020,79956,41820,103937,43820,135112,36080,136136,31190,143556,28080,153685,46590,315391,36700,315243,28840,296271,20780,252972,47380,805013,15170,450901,5730,519797
94,Federal Foreign Tax Credit,Crédit fédéral pour impôt étranger,2012, 30220,17899,,,,,130,4,420,14,860,31,1410,39,1610,77,1820,95,2170,100,1840,130,1670,144,1550,201,2810,340,2280,320,1970,289,1480,323,4320,1275,2300,2300,1580,12217
95,Federal Political contribution tax credit,Crédit d'impôt pour contributions politiques fédérales,2012, 7360,1184,,,,,20,2,70,7,270,28,410,44,480,60,490,69,610,87,540,76,440,72,420,67,740,118,590,91,450,72,340,58,830,159,430,101,260,75
96,Investment Tax Credit,Crédit d'impôt à l'investissement,2012, 1830,2166,,,,,,,,,30,10,80,17,80,44,80,48,90,104,70,42,70,57,60,42,120,97,110,89,90,73,90,74,320,280,230,341,290,841
