#,Item,Poste,Tax year/D'année d'imposition, Grand total/Total global #,Grand total/Total global $ (000),4999 and under  / French #,4999 and under / French  $ (000),5000 - 9999 #,5000 - 9999 $ (000),10000 - 14999 #,10000 - 14999 $ (000),15000 - 19999 #,15000 - 19999 $ (000),20000 - 24999 #,20000 - 24999 $ (000),25000 - 29999 #,25000 - 29999 $ (000),30000 - 34999 #,30000 - 34999 $ (000),35000 - 39999 #,35000 - 39999 $ (000),40000 - 44999 #,40000 - 44999 $ (000),45000 - 49999 #,45000 - 49999 $ (000),50000 - 54999 #,50000 - 54999 $ (000),55000 - 59999 #,55000 - 59999 $ (000),60000 - 69999 #,60000 - 69999 $ (000),70000 - 79999 #,70000 - 79999 $ (000),80000 - 89999 #,80000 - 89999 $ (000),90000 - 99999 #,90000 - 99999 $ (000),100000 - 149999 #,100000 - 149999 $ (000),150000 - 249999 #,150000 - 249999 $ (000),250000 and over/et plus #,250000 and over/et plus $ (000)
20,Net business income,Revenus nets d'entreprise,2012, 339550,4457888,28690,-91125,31560,153298,44680,357559,34870,336511,28480,323900,23150,303526,19670,279719,17350,263600,16110,254375,13470,223910,11250,195525,9630,173257,15350,287309,11440,229773,8610,182196,5990,142333,12470,378629,4630,211334,2150,252259
21,Net professional income,Revenus nets de profession libérale,2012, 46600,1603697,2560,-2131,2650,11405,3620,25286,3110,27216,2680,27983,2330,28845,2170,30365,2100,30395,1920,30482,1790,29187,1570,28877,1540,28953,2710,58912,2400,56657,2000,54109,1610,51953,4510,221943,3100,298368,2230,564892
22,Net commission income,Revenus nets de commissions,2012, 38390,618354,3490,-4659,3060,10517,3950,22873,3460,25131,3070,26404,2710,28367,2430,29186,2250,29060,1970,28290,1710,27413,1360,23909,1150,23536,1860,44709,1380,37993,1040,35382,760,30017,1710,95352,760,66144,270,38729
23,Net farming income,Revenus nets d'agriculture,2012, 27940,-43360,2340,-45661,1370,-4117,1960,-2195,2000,-2319,2010,-1336,1770,-446,1530,-576,1490,-597,1430,-502,1330,144,1180,853,1040,-437,1740,629,1400,397,1090,996,790,1019,1970,3394,910,2087,600,5307
24,Net fishing income,Revenus nets de pêche,2012, 4760,66999,310,-1483,280,547,500,2237,530,3469,580,5193,550,6683,370,4829,260,3601,220,3750,200,4316,150,3028,130,2843,210,5687,150,3694,100,3950,50,2306,130,6606,20,1875,20,3867
25,Workers' compensation benefits,Indemnités pour accidents du travail,2012, 94870,823344,1270,2676,2230,6186,4110,14051,6040,27058,7540,42925,7820,53229,8190,63401,8170,69400,7400,69032,6940,71880,5820,63209,5240,58392,8060,89239,5410,56175,3680,39364,2370,26529,3640,48013,770,16320,190,6265
26,Social assistance payments,Prestations d'assistance sociale,2012, 156440,1122539,8270,21773,28100,182850,77970,674449,29700,168000,5720,39979,2530,14728,1300,6761,780,4014,470,2210,360,1685,280,1377,210,953,250,1289,170,770,110,536,60,299,120,648,,,,
27,Net federal supplements,Versement net des suppléments fédéraux,2012, 244780,1317676,3550,6848,11410,38707,54240,353088,109500,708616,45230,139864,9900,35311,4340,15344,2520,7427,1390,4060,770,2266,430,1354,310,1046,410,1263,220,663,140,421,100,310,180,521,100,316,70,250
28,Total income assessed,Revenu total établi,2012, 3508060,149300785,384240,426991,235990,1786799,343640,4231358,329480,5731703,262980,5887262,211720,5808296,198940,6461645,192180,7198179,182800,7765052,153780,7293727,132780,6962485,116050,6665019,192220,12452491,145450,10874506,111420,9437014,75170,7117731,157060,18657129,56190,10364448,25970,14178949
29,Registered pension plan contributions (RPP),Cotisations à un régime de pension agréé (RPA),2012, 520320,2022210,1350,522,2570,967,4220,2327,6930,4891,10860,10456,15790,19703,21890,34428,30240,58515,38500,90795,40200,108129,37680,110379,37900,126362,67320,266324,57280,278294,48450,280594,29750,170024,53100,331494,12950,95780,3350,32225
30,RRSP deduction,Cotisations à un REER,2012, 758780,4337732,3640,4339,4380,5774,9690,13633,17200,28670,24570,48507,31040,69082,38000,92878,44960,121805,50190,148206,50630,167121,48060,180537,45000,181735,80620,375949,67910,366503,57470,355509,41390,307231,93970,968918,35010,570882,15030,330454
31,Deduction for elected split-pension amount,Déduction pour le choix du montant de pension fractionné,2012, 150640,1573488,70,163,190,313,460,705,1410,2512,4700,10120,11210,40736,13640,76343,14480,91664,14660,106676,14090,122871,11860,126625,10040,124596,14630,201573,10530,149249,7140,107312,4960,81371,10850,213363,3980,80923,1770,36373
32,"Annual union, professional, or like dues","Cotisations annuelles syndicales, professionnelles et semblables",2012, 686050,545775,15270,1833,19490,3203,23660,4957,25190,6453,28310,8800,32710,12576,37150,16998,42800,23087,48560,30542,47560,33734,43160,33643,42140,36555,73540,72294,60670,71025,49610,66610,30030,38789,51450,66538,11810,14863,2940,3272
33,Child care expenses,Frais de garde d'enfants,2012, 111260,451041,3120,3073,4670,8060,5860,13126,7200,18579,8230,24466,8750,28984,8960,33629,8980,35861,8450,36359,7540,34528,6290,30466,5420,27461,8410,44758,5890,31962,4200,23747,2470,13903,4800,28430,1560,10374,460,3277
34,Business investment loss,Perte au titre d'un placement d'entreprise,2012, 1720,49476,70,3264,50,762,50,1465,70,1694,60,1775,90,2613,100,2525,90,2261,80,1591,80,1844,100,2287,70,1383,130,3061,110,3284,90,1864,90,2996,220,5606,130,5860,60,3339
35,Moving expenses,Frais de déménagement,2012, 18020,84355,480,641,780,998,1090,1450,1380,2180,1360,2575,1340,2952,1210,3023,1080,3339,1020,3426,910,3547,870,3836,820,3871,1320,7720,1070,7379,810,6271,610,5251,1290,15052,440,7711,140,3132
36,Support payments made,Pension alimentaire payée,2012, 8900,138726,60,447,70,177,110,383,140,476,200,743,230,1033,260,1444,270,1457,290,1774,330,2055,320,2306,370,2537,720,5522,740,6351,730,7210,540,5853,1820,29230,980,27911,710,41816
37,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,2012, 530550,878027,7810,7436,7990,6451,15110,10787,25430,14820,34420,21013,32260,23670,33260,26834,34770,29194,35330,31394,31170,32412,27950,31870,25230,30104,43870,58953,35080,55205,28470,49666,20780,40242,50900,122437,25090,99268,15650,186270
38,Deductions for CPP/QPP contributions on self-employment and other earnings,Déductions pour cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 261220,202531,4540,295,27010,4598,42210,14263,31870,15453,25640,15844,21150,15837,17520,15064,15270,14513,13740,14185,11590,12886,8680,10954,6390,8976,9110,13673,6110,9673,4320,7111,3080,5218,7250,12998,3670,6893,2060,4098
39,Deductions for provincial parental insurance plan (PPIP) premiums on self-employment income,Déduction pour cotisations au Régime provincial d'assurance parentale (RPAP) pour le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Exploration and development expenses,Frais d'exploration et d'aménagement,2012, 10600,136534,70,524,50,122,60,160,120,177,190,318,210,544,240,562,260,531,330,678,340,1189,370,1472,350,1347,740,2824,670,3163,610,3326,500,3121,1800,15870,1620,18958,2080,81648
41,Other employment expenses,Autres dépenses d'emploi,2012, 116660,599186,560,10223,830,1505,1450,3122,2420,5004,3210,7548,4150,10809,4890,13360,5740,17699,6240,20859,6510,23447,6420,24515,6400,26219,12000,52375,10550,49409,9060,42661,7120,36786,17910,112642,7660,68904,3550,72097
42,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,2012, 4420,61528,,,20,80,50,259,100,595,180,1056,220,1573,260,2191,330,3147,400,4017,350,4177,370,5130,400,6070,690,11525,460,8778,240,5056,130,2770,180,4148,30,784,,
43,Other deductions,Autres déductions,2012, 110760,260901,4420,2446,4570,2076,7170,3362,9150,5039,9920,4888,9430,5000,9270,5440,8490,5073,7560,13759,6200,4824,5090,4898,4140,4551,6190,8243,4360,8034,3310,7880,2230,7154,4970,26918,2380,40406,1900,100913
44,Total deductions before adjustments,Total des déductions avant rajustements,2012, 1897360,11343645,37460,35521,62020,35231,92200,70207,100640,106726,112980,158243,115650,235291,120840,324810,127360,408239,130730,504328,119550,552850,105730,568940,95810,581779,161930,1124923,127600,1048373,100370,964921,68250,720795,143270,1953716,51410,1049661,23560,899091
45,Social benefits repayment,Remboursement des prestations de programmes sociaux,2012, 70250,199293,,,,,,,,,,,,,,,,,,,,,,,940,291,5760,5438,13970,12263,11220,18439,8370,19570,17940,73022,7480,43197,4570,27073
46,Net income after adjustments,Revenu net après rajustements,2012, 3491400,137960614,368800,559851,235620,1753640,343420,4163632,329360,5626551,262890,5730783,211650,5575245,198880,6138375,192130,6791407,182770,7270933,153750,6741704,132760,6394419,116040,6083470,192190,11323249,145430,9814993,111410,8454218,75160,6378242,157040,16631468,56180,9273365,25960,13255069
47,Canadian Forces personnel and police deduction,Déduction pour le personnel des Forces canadiennes et des forces policières,2012, 200,4583,,,,,,,,,,,,,,,,,,,10,99,,,,,20,223,20,337,30,1030,10,391,40,1345,10,823,,
48,Security options deductions,Déductions pour options d'achat de titres,2012, 6050,274910,20,185,30,961,60,47,70,96,100,132,110,180,100,190,100,248,130,269,130,306,110,275,150,375,310,812,270,867,270,1118,270,1174,1330,8604,1140,16604,1350,242466
49,Other payments deductions,Déduction pour autres paiements,2012, 465690,3263175,12940,31297,41310,227794,126640,1041590,129670,903722,56140,222769,19400,103269,13410,85507,11190,80841,9120,75572,7970,75832,6460,65939,5710,60391,8690,91791,5770,57600,3900,40302,2510,27100,3850,48971,820,16568,200,6321
50,Non-capital losses of other years,Pertes autres que des pertes en capital d'autres années,2012, 5800,74639,120,599,80,281,600,969,740,2254,710,3321,620,3432,530,3990,410,3543,340,3326,270,2769,210,1991,180,2172,240,3231,170,2713,130,2649,110,2479,170,4390,90,3706,80,26824
51,Net capital losses of other years,Pertes en capital nettes d'autres années,2012, 83340,237240,600,445,650,1129,1310,1526,2440,3054,4130,4375,4530,5247,4720,6215,5220,6893,5730,7465,5070,7916,4560,7823,4140,7104,7480,14397,6110,12529,4800,11358,3660,9851,9340,33883,5120,30844,3730,65185
52,Capital gains deduction,Déduction pour gains en capital,2012, 5890,425032,80,92,70,127,80,107,110,170,180,458,140,745,160,1001,200,1515,180,1477,180,2352,210,2963,190,2513,350,6264,300,7084,270,7236,230,6889,850,40031,910,80960,1220,263049
53,Northern residents deductions,Déductions pour les habitants de régions éloignées,2012, 34600,101511,280,144,370,497,830,1512,1330,3018,1620,3749,1750,4198,1780,4480,1790,4522,1790,4661,1710,4590,1680,4505,1520,4270,3000,8836,2720,8265,2480,7965,2060,6797,5320,19531,2160,8492,410,1478
54,Additional deductions,Déductions supplémentaires,2012, 30430,100433,420,810,610,1284,1620,3263,3470,7160,5100,11659,3260,8729,2720,7067,2360,5658,2020,4994,1450,4603,1090,2945,910,2714,1440,4109,960,3428,680,3225,470,2695,1060,9656,510,9761,310,6670
55,Farming/fishing losses of prior years,Pertes provenant de la pêche et pertes agricoles d'autres années,2012, 1390,14380,30,280,20,94,80,256,120,460,130,560,120,741,80,680,80,525,70,547,70,574,60,461,50,559,100,987,70,705,50,584,40,329,140,1664,60,1245,40,3128
56,Total deductions from net income,Total des déductions du revenu net,2012, 614860,4499570,14350,33856,42830,232168,130090,1049278,135010,919973,64610,247049,28470,126573,22570,109239,20480,103811,18580,98426,16240,99133,13800,87050,12400,80269,20760,130857,15750,93705,12170,75607,8940,57908,21120,168702,10080,169260,6600,616706
57,Taxable income assessed,Revenu imposable établi,2012, 3423000,133474729,363090,530025,218550,1523508,303190,3115488,326080,4707228,262320,5483989,211340,5448842,198580,6029416,191890,6688219,182570,7172886,153570,6642875,132680,6307546,116000,6003380,192130,11192613,145390,9721477,111390,8378784,75150,6320349,156990,16463161,56140,9106254,25950,12638688
58,Basic personal amount,Montant personnel de base,2012, 3524460,37915106,400690,4203890,235980,2520130,343630,3699417,329480,3555063,262970,2838910,211720,2286490,198940,2149482,192180,2077233,182800,1976336,153780,1662535,132780,1435581,116050,1254969,192210,2078620,145440,1572855,111410,1204874,75170,812846,157060,1698300,56190,607266,25970,280309
59,Age amount,Montant en raison de l'âge,2012, 694840,4167703,20020,127828,20440,135718,71740,481205,138810,932404,94750,636446,60460,406144,53900,361557,48780,309708,43540,250668,31120,164491,24790,117154,20180,83282,32090,97899,20360,39093,7590,13264,3170,5122,2750,4418,240,884,120,418
60,Spouse or common-law partner amount,Montant pour époux ou conjoint de fait,2012, 300290,2188694,24570,224351,16620,115327,24480,157538,27170,184169,24780,166457,19560,133426,15860,111557,14290,100859,12830,91033,11590,82990,10320,75008,9810,71246,17530,127382,14860,110992,12540,93919,9360,71748,22100,173406,8480,67963,3570,29323
61,Amount for eligible dependant,Montant pour personne à charge admissible,2012, 108480,1114080,8520,88649,6980,72777,13400,141133,11420,119202,8750,90221,7770,79517,7170,72995,6820,69462,6080,61926,5190,52605,4200,42347,3540,35730,5340,53599,3990,40225,3010,30253,1790,18044,3220,32271,950,9690,350,3434
62,Amount for children 17 and under,Montant pour enfants âgés de 17 ans ou moins,2012, 459330,1715986,25750,95264,16140,57112,27470,98337,27640,102833,25380,92496,24930,90606,24680,89474,24670,88890,24200,87271,22580,82269,20660,76003,19600,72410,35500,133327,30290,116092,25930,100141,18610,72426,42350,167047,15910,64640,7050,29348
63,Amount for infirm dependants age 18 or older,Montant pour personnes à charge âgées de 18 ans ou plus et ayant une déficience,2012, 2510,10792,60,298,60,307,90,421,120,547,170,802,140,599,170,755,210,851,190,744,150,613,130,506,110,431,200,804,170,724,130,550,100,402,200,921,80,366,40,147
64,CPP or QPP contributions through employment,Cotisations d'employé au RPC ou au RRQ,2012, 1906030,2835229,33940,11063,99000,17529,128000,45173,131650,71994,128870,99321,121980,120962,121380,148788,122200,178589,120370,203984,108560,208807,95920,200349,86990,186393,147110,320793,116520,256989,92550,205737,62700,139672,128750,287263,42500,94222,17040,37600
65,CPP or QPP contributions on self-employment and other earnings,Cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,2012, 261220,202531,4540,295,27010,4598,42210,14263,31870,15453,25640,15844,21150,15837,17520,15064,15270,14513,13740,14185,11590,12886,8680,10954,6390,8976,9110,13673,6110,9673,4320,7111,3080,5218,7250,12998,3670,6893,2060,4098
66,Employment Insurance premiums,Cotisations d'employé à l'assurance-emploi,2012, 1861650,1047072,65300,8541,108990,13601,127160,24217,128950,33806,124940,42828,118720,50228,117480,59608,117730,69606,116050,78314,104760,78225,91630,70959,83860,66054,140380,112149,110320,89236,87410,71309,58430,47835,114780,94106,33550,27415,11210,9036
67,PPIP premiums paid,Cotisations au RPAP,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PPIP premiums payable on employment income,Cotisations au RPAP à payer sur le revenu d'emploi,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PPIP premiums payable on self-employment income,Cotisations au RPAP à payer sur le revenu d'un travail indépendant,2012, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Volunteer firefighters' amount,Montant pour les pompiers volontaires,2012, 4420,13253,110,321,90,282,150,435,190,573,210,615,210,615,260,765,260,789,260,783,260,767,260,774,270,795,540,1617,400,1188,320,972,220,672,350,1059,,,,
71,Canada employment amount,Montant canadien pour emploi,2012, 2287290,2395633,114430,108074,131480,139583,154860,163940,150280,160234,150670,157753,146200,150922,146550,150589,147060,151221,143190,148049,126360,131909,110350,115734,98510,103792,165070,174846,127950,136551,99890,107307,67510,72645,139240,149703,47330,50889,20370,21892
72,Public transit amount,Montant pour le transport en commun,2012, 244690,165935,16600,5101,14650,5011,18900,7333,19810,9669,19100,11588,17820,12415,16470,12366,15750,12573,15280,12635,13380,11248,11000,9268,9630,8197,15670,13612,11370,9782,8620,7312,5690,4963,10960,9581,3120,2602,880,681
73,Children's fitness amount,Montant pour la condition physique des enfants,2012, 202260,112951,3070,1415,2480,1098,4060,1815,5570,2561,6890,3280,8430,4087,9280,4583,10150,4931,10820,5357,10720,5424,10210,5226,10310,5362,19730,10665,18020,10292,16280,9698,11790,7091,28170,18121,11230,8001,5040,3942
74,Children's arts amount,Montant pour les activités artistiques des enfants,2012, 89300,47829,1250,562,1000,465,1680,770,2360,1139,2900,1406,3550,1730,3900,1913,4160,2058,4420,2194,4310,2147,4220,2112,4220,2096,8330,4272,7930,4198,7450,4109,5440,3040,13600,7979,5810,3728,2760,1911
75,Home buyers' amount,Montant pour l'achat d'une habitation,2012, 18710,85444,230,959,130,571,300,1278,510,2158,730,3194,990,4329,1260,5595,1390,6170,1530,6889,1520,6944,1420,6476,1240,5717,2210,10176,1640,7666,1140,5432,780,3691,1340,6388,300,1469,70,344
76,Pension income amount,Montant pour revenu de pension,2012, 627310,1202236,4590,6595,8290,13494,21800,35363,54240,92529,84170,160495,61500,120463,58050,114408,56180,110945,52580,103934,38550,76001,30800,60755,25230,49781,39450,77673,26090,51305,16980,33273,11140,21785,23300,45429,9420,18402,4960,9606
77,Caregiver amount,Montant pour aidants naturels,2012, 40050,219585,880,4567,590,2936,1060,5052,1590,7597,2360,11492,2770,14507,3110,16722,3310,18380,3200,17799,3070,17161,2460,13726,2190,12380,3580,20395,2590,14502,2010,11419,1360,8077,2760,16114,860,5048,300,1709
78,Disability amount ,Montant pour personnes handicapées,2012, 98600,743362,3840,29462,5210,39224,14980,112706,12230,92016,11760,88348,9790,73790,8410,63410,6800,51272,5510,41611,3960,29849,3230,24364,2510,18924,3490,26336,2090,15827,1260,9533,840,6304,1670,12576,670,5032,370,2777
79,Disability amount transferred from a dependant,Montant pour personnes handicapées transféré d'une personne à charge,2012, 28670,279705,760,8380,530,5672,950,9727,1090,10631,1300,11662,1540,13809,1710,15733,1940,17712,2000,18733,1850,17860,1610,15795,1480,14411,2650,26122,2240,22039,1820,18493,1280,12911,2650,27290,910,9096,370,3627
80,Interest paid on student loans,Intérêts payés sur des prêts étudiants,2012, 79450,44464,840,374,690,270,2030,777,4230,1874,5640,2522,6720,3272,7510,3786,7950,4246,7290,4166,6200,3661,5370,3316,4590,2988,7510,5135,5020,3256,2910,1775,1760,1123,2580,1529,530,323,100,71
81,"Tuition, education, and textbook amounts ","Frais de scolarité, montant relatif aux études et montant pour manuels",2012, 227260,1224382,70,69,160,308,22330,24428,37420,133715,28940,166497,23640,159257,19820,136883,16580,117689,14080,95941,11200,73162,9140,58992,7760,52978,11960,72284,7830,41420,5420,29469,3380,17725,5580,31064,1430,10089,500,2411
82,"Tuition, education, and textbook amounts transferred from a child","Frais de scolarité, montant relatif aux études et montant pour manuels transférés d'un enfant",2012, 76700,372760,80,197,100,280,470,1001,1390,4887,2270,9358,3070,13478,3790,17172,4120,19207,4520,21494,4440,21394,4110,19724,3960,18925,7340,35657,6810,33278,6480,32214,4550,22925,11590,59494,5030,27130,2580,14945
83,Amounts transferred from spouse or common-law partner,Montants transférés d'un époux ou conjoint de fait,2012, 166010,811793,22460,101996,10400,47479,27820,154191,20690,106599,17010,86914,12770,64209,9570,44825,7490,34137,5770,26411,4440,21145,3560,16511,3280,15242,5210,24581,3910,17622,3120,13836,2150,9223,4370,18333,1480,6289,530,2249
84,Medical expenses,Montant admissible des frais médicaux,2012, 436020,1317511,10790,11274,12250,14692,23860,33009,37440,69736,56570,116870,48850,121637,44850,124610,39190,119152,34740,110402,23720,83928,18250,66740,14290,55698,20600,87164,12770,57975,8690,43311,5710,30362,13100,75456,6360,49878,4010,45616
85,Total tax credits on personal amounts,Crédits d'impôt nets alloués,2012, 3524530,9035543,400730,755934,235990,481272,343630,782035,329480,856717,262980,722311,211720,591368,198940,558412,192180,537058,182800,507153,153780,427226,132780,367282,116050,322031,192220,529368,145450,399448,111420,308328,75170,209396,157060,442700,56190,161661,25970,75843
86,Allowable charitable donations and government gifts,Dons de bienfaisance et dons aux gouvernements admissibles,2012, 717260,1356277,1450,481,2120,1268,8110,3810,18720,23803,35740,28269,40860,35605,46490,45388,50440,53935,51940,59755,47570,57489,43450,56329,40160,53010,69930,102287,57000,91550,46540,75994,33090,59408,75300,162221,31460,114514,16930,331161
87,Eligible cultural and ecological gifts,Montants admissibles des dons de biens culturels ou écosensibles,2012, 940,5204,10,1,10,58,40,68,60,34,70,29,70,51,70,41,70,53,60,51,70,51,40,67,60,186,70,188,80,229,40,219,30,128,60,477,20,208,20,3061
88,Total tax credit on donations and gifts,Total des crédits d'impôt pour les dons,2012, 715020,374409,1400,96,2100,257,8040,963,18560,3054,35480,6347,40630,9470,46300,12180,50240,14572,51760,16225,47410,15661,43290,15436,40050,14552,69790,28208,56900,25317,46480,21060,33040,16521,75220,45436,31440,32598,16920,96456
89,Total federal non-refundable tax credits,Total des crédits d'impôt non remboursables fédéraux,2012, 3524530,9409952,400730,756030,235990,481529,343630,782998,329480,859771,262980,728658,211720,600838,198940,570592,192180,551630,182800,523378,153780,442886,132780,382717,116050,336583,192220,557576,145450,424765,111420,329388,75170,225918,157060,488136,56190,194259,25970,172299
90,Federal dividend tax credit,Crédit d'impôt fédéral pour dividendes,2012, 529190,1368948,1660,5,1120,10,7460,669,13980,2506,26890,6281,29190,10643,32000,15417,36030,22891,38760,29890,33270,31434,30810,38786,27560,36593,49610,81739,39890,77672,31750,70918,23450,58291,58980,218566,29020,195788,17770,470850
